formal_config_id,method,formal_seed,worker_count,rounds,checkpoint_count,partial_sha256,config_sha256,expected_config_sha256,final_depth,final_total_work,final_per_worker_work,final_eval_work,passed,errors,task_id,region,epsilon,source
NOG-FO__medium__m4__seed8,NOG-FO,8,4,960,21,7991824a5b405ba4d929a376e60cd39d719a3ededd51acc73e873c22b14c2810,9db9a8e640faa85b4e7a755776d1b127e4256e9826082f26f66cf340528278f9,9db9a8e640faa85b4e7a755776d1b127e4256e9826082f26f66cf340528278f9,962,61568,15392,172032,True,,NOG-FO__medium__m4__seed8,medium,0.01,run
NOG-FO__medium__m4__seed9,NOG-FO,9,4,960,21,eaeac8932b5d17d9a5a0ab9beccced3205dd50fcaa95a3edb08cbd966e5282a7,9db9a8e640faa85b4e7a755776d1b127e4256e9826082f26f66cf340528278f9,9db9a8e640faa85b4e7a755776d1b127e4256e9826082f26f66cf340528278f9,962,61568,15392,172032,True,,NOG-FO__medium__m4__seed9,medium,0.01,run
NOG-FO__medium__m8__seed0,NOG-FO,0,8,960,21,63b1c733f84f2f7157308a33280f2e81d4721b1571b7b86737e660ddcf0149b3,9db9a8e640faa85b4e7a755776d1b127e4256e9826082f26f66cf340528278f9,9db9a8e640faa85b4e7a755776d1b127e4256e9826082f26f66cf340528278f9,962,61568,7696,172032,True,,NOG-FO__medium__m8__seed0,medium,0.01,reuse-formal
NOG-FO__medium__m8__seed1,NOG-FO,1,8,960,21,5c3acb009abc49ee0bab83cbc82c3ab8986747f509cc3a9e0a0b780575aefd13,9db9a8e640faa85b4e7a755776d1b127e4256e9826082f26f66cf340528278f9,9db9a8e640faa85b4e7a755776d1b127e4256e9826082f26f66cf340528278f9,962,61568,7696,172032,True,,NOG-FO__medium__m8__seed1,medium,0.01,reuse-formal
NOG-FO__medium__m8__seed2,NOG-FO,2,8,960,21,734e967e175f301b6e26705fd148d4e6d07228a390865595d64a2e11541bfcaf,9db9a8e640faa85b4e7a755776d1b127e4256e9826082f26f66cf340528278f9,9db9a8e640faa85b4e7a755776d1b127e4256e9826082f26f66cf340528278f9,962,61568,7696,172032,True,,NOG-FO__medium__m8__seed2,medium,0.01,reuse-formal
NOG-FO__medium__m8__seed3,NOG-FO,3,8,960,21,3112f6fec48d5e8e4b0904a6ff07711284c907210afd9d2362701808cb813354,9db9a8e640faa85b4e7a755776d1b127e4256e9826082f26f66cf340528278f9,9db9a8e640faa85b4e7a755776d1b127e4256e9826082f26f66cf340528278f9,962,61568,7696,172032,True,,NOG-FO__medium__m8__seed3,medium,0.01,reuse-formal
NOG-FO__medium__m8__seed4,NOG-FO,4,8,960,21,e76087b80a586d0b5e8e37c4765c6c110de358a7374f082a4ccbc87dad6999a1,9db9a8e640faa85b4e7a755776d1b127e4256e9826082f26f66cf340528278f9,9db9a8e640faa85b4e7a755776d1b127e4256e9826082f26f66cf340528278f9,962,61568,7696,172032,True,,NOG-FO__medium__m8__seed4,medium,0.01,reuse-formal
NOG-FO__medium__m8__seed5,NOG-FO,5,8,960,21,03d82f364605200bbfd212a27fe687153c87f4dcdb231036c8d06e851e0a6152,9db9a8e640faa85b4e7a755776d1b127e4256e9826082f26f66cf340528278f9,9db9a8e640faa85b4e7a755776d1b127e4256e9826082f26f66cf340528278f9,962,61568,7696,172032,True,,NOG-FO__medium__m8__seed5,medium,0.01,reuse-formal
NOG-FO__medium__m8__seed6,NOG-FO,6,8,960,21,7cb8fc5657361870607c6267305da525d71577fab3ea3ea88bbbdf0d7090430b,9db9a8e640faa85b4e7a755776d1b127e4256e9826082f26f66cf340528278f9,9db9a8e640faa85b4e7a755776d1b127e4256e9826082f26f66cf340528278f9,962,61568,7696,172032,True,,NOG-FO__medium__m8__seed6,medium,0.01,reuse-formal
NOG-FO__medium__m8__seed7,NOG-FO,7,8,960,21,599852c89c611a71f8454d5df35691b41ac8a4d29c87cb85e3abfb7ada507727,9db9a8e640faa85b4e7a755776d1b127e4256e9826082f26f66cf340528278f9,9db9a8e640faa85b4e7a755776d1b127e4256e9826082f26f66cf340528278f9,962,61568,7696,172032,True,,NOG-FO__medium__m8__seed7,medium,0.01,reuse-formal
NOG-FO__medium__m8__seed8,NOG-FO,8,8,960,21,a3e95ae90f9c1c06c476f07f06a84133461cd23e6001fad1e72a3353c441e670,9db9a8e640faa85b4e7a755776d1b127e4256e9826082f26f66cf340528278f9,9db9a8e640faa85b4e7a755776d1b127e4256e9826082f26f66cf340528278f9,962,61568,7696,172032,True,,NOG-FO__medium__m8__seed8,medium,0.01,reuse-formal
NOG-FO__medium__m8__seed9,NOG-FO,9,8,960,21,1b6d5a059ddc57b8320bfbc60e827ea2a70bf15e13c84b97f7e021a09695fa32,9db9a8e640faa85b4e7a755776d1b127e4256e9826082f26f66cf340528278f9,9db9a8e640faa85b4e7a755776d1b127e4256e9826082f26f66cf340528278f9,962,61568,7696,172032,True,,NOG-FO__medium__m8__seed9,medium,0.01,reuse-formal
NOG-FO__fine__m1__seed0,NOG-FO,0,1,61440,1281,b793d197a3d09a1338d518db98c6ae187b305ff884ac55c17d43f40992d7ad6a,777dbe6aef6862ddc2155d79bbbe299f63cf28e76f0ca73d7e6ff54c5f6ca85a,777dbe6aef6862ddc2155d79bbbe299f63cf28e76f0ca73d7e6ff54c5f6ca85a,61442,31458304,31458304,10493952,True,,NOG-FO__fine__m1__seed0,fine,0.005,run
NOG-FO__fine__m1__seed1,NOG-FO,1,1,61440,1281,7fab274fe243dfed905b06a9c20657554bcd3b26ac2364fea0d56ac26f7f7113,777dbe6aef6862ddc2155d79bbbe299f63cf28e76f0ca73d7e6ff54c5f6ca85a,777dbe6aef6862ddc2155d79bbbe299f63cf28e76f0ca73d7e6ff54c5f6ca85a,61442,31458304,31458304,10493952,True,,NOG-FO__fine__m1__seed1,fine,0.005,run
NOG-FO__fine__m1__seed2,NOG-FO,2,1,61440,1281,d9a739dd9ab2e8a784aa5df393c87cce421b2847e7d9d481dd1f1c66a46e9c15,777dbe6aef6862ddc2155d79bbbe299f63cf28e76f0ca73d7e6ff54c5f6ca85a,777dbe6aef6862ddc2155d79bbbe299f63cf28e76f0ca73d7e6ff54c5f6ca85a,61442,31458304,31458304,10493952,True,,NOG-FO__fine__m1__seed2,fine,0.005,run
NOG-FO__fine__m1__seed3,NOG-FO,3,1,61440,1281,b11c3c7951190057dec3dbea9c9b631003061b8092d367c3982c2645c44dca3e,777dbe6aef6862ddc2155d79bbbe299f63cf28e76f0ca73d7e6ff54c5f6ca85a,777dbe6aef6862ddc2155d79bbbe299f63cf28e76f0ca73d7e6ff54c5f6ca85a,61442,31458304,31458304,10493952,True,,NOG-FO__fine__m1__seed3,fine,0.005,run
NOG-FO__fine__m1__seed4,NOG-FO,4,1,61440,1281,59e954ab7807c3582d49443c0f07250f5702fab4102ba57ac576b8ea6e3ef0f2,777dbe6aef6862ddc2155d79bbbe299f63cf28e76f0ca73d7e6ff54c5f6ca85a,777dbe6aef6862ddc2155d79bbbe299f63cf28e76f0ca73d7e6ff54c5f6ca85a,61442,31458304,31458304,10493952,True,,NOG-FO__fine__m1__seed4,fine,0.005,run
NOG-FO__fine__m1__seed5,NOG-FO,5,1,61440,1281,d353c64374e204b04e561d3a826edc496e8b0be95e9378bdd8eefa51efa2c512,777dbe6aef6862ddc2155d79bbbe299f63cf28e76f0ca73d7e6ff54c5f6ca85a,777dbe6aef6862ddc2155d79bbbe299f63cf28e76f0ca73d7e6ff54c5f6ca85a,61442,31458304,31458304,10493952,True,,NOG-FO__fine__m1__seed5,fine,0.005,run
NOG-FO__fine__m1__seed6,NOG-FO,6,1,61440,1281,9a0e82719e5aa68e69cc112c4c4004a2aa615f7011875916940f0b099181c2c4,777dbe6aef6862ddc2155d79bbbe299f63cf28e76f0ca73d7e6ff54c5f6ca85a,777dbe6aef6862ddc2155d79bbbe299f63cf28e76f0ca73d7e6ff54c5f6ca85a,61442,31458304,31458304,10493952,True,,NOG-FO__fine__m1__seed6,fine,0.005,run
NOG-FO__fine__m1__seed7,NOG-FO,7,1,61440,1281,f46a3fde83943057aff9cc55bce8e425b2c65c52f04341fdc95517e69dfd31b2,777dbe6aef6862ddc2155d79bbbe299f63cf28e76f0ca73d7e6ff54c5f6ca85a,777dbe6aef6862ddc2155d79bbbe299f63cf28e76f0ca73d7e6ff54c5f6ca85a,61442,31458304,31458304,10493952,True,,NOG-FO__fine__m1__seed7,fine,0.005,run
NOG-FO__fine__m1__seed8,NOG-FO,8,1,61440,1281,505e631b1b1887b6ac22c604592e20bef68dc843dd044522ca340eed29289947,777dbe6aef6862ddc2155d79bbbe299f63cf28e76f0ca73d7e6ff54c5f6ca85a,777dbe6aef6862ddc2155d79bbbe299f63cf28e76f0ca73d7e6ff54c5f6ca85a,61442,31458304,31458304,10493952,True,,NOG-FO__fine__m1__seed8,fine,0.005,run
NOG-FO__fine__m1__seed9,NOG-FO,9,1,61440,1281,52624c3f432a64db25eaea91aa4250178f84a4161640010b9a3f62a49c84cd01,777dbe6aef6862ddc2155d79bbbe299f63cf28e76f0ca73d7e6ff54c5f6ca85a,777dbe6aef6862ddc2155d79bbbe299f63cf28e76f0ca73d7e6ff54c5f6ca85a,61442,31458304,31458304,10493952,True,,NOG-FO__fine__m1__seed9,fine,0.005,run
NOG-FO__fine__m2__seed0,NOG-FO,0,2,61440,1281,b7f58cf50077bc207930817b6ba3880f13bf6b26247efe731b435f0804297e9b,777dbe6aef6862ddc2155d79bbbe299f63cf28e76f0ca73d7e6ff54c5f6ca85a,777dbe6aef6862ddc2155d79bbbe299f63cf28e76f0ca73d7e6ff54c5f6ca85a,61442,31458304,15729152,10493952,True,,NOG-FO__fine__m2__seed0,fine,0.005,run
NOG-FO__fine__m2__seed1,NOG-FO,1,2,61440,1281,51febd3235aabf0d16f89a70ed3cd5ac570da95bfe97790c7d65a59308d0ffa7,777dbe6aef6862ddc2155d79bbbe299f63cf28e76f0ca73d7e6ff54c5f6ca85a,777dbe6aef6862ddc2155d79bbbe299f63cf28e76f0ca73d7e6ff54c5f6ca85a,61442,31458304,15729152,10493952,True,,NOG-FO__fine__m2__seed1,fine,0.005,run
NOG-FO__fine__m2__seed2,NOG-FO,2,2,61440,1281,f52ac6164f2241c8e554816f35a72e7ec523f62a0fa2db7bc9d35022b5e2f469,777dbe6aef6862ddc2155d79bbbe299f63cf28e76f0ca73d7e6ff54c5f6ca85a,777dbe6aef6862ddc2155d79bbbe299f63cf28e76f0ca73d7e6ff54c5f6ca85a,61442,31458304,15729152,10493952,True,,NOG-FO__fine__m2__seed2,fine,0.005,run
NOG-FO__fine__m2__seed3,NOG-FO,3,2,61440,1281,b66c5da35f3414ab2ee32992c1d5820c218e739732da6fff40bc2ee2b259fedd,777dbe6aef6862ddc2155d79bbbe299f63cf28e76f0ca73d7e6ff54c5f6ca85a,777dbe6aef6862ddc2155d79bbbe299f63cf28e76f0ca73d7e6ff54c5f6ca85a,61442,31458304,15729152,10493952,True,,NOG-FO__fine__m2__seed3,fine,0.005,run
NOG-FO__fine__m2__seed4,NOG-FO,4,2,61440,1281,cd1c2c7ea6145799964dc9dcf992642636c4bad7836109dce30cddb116e4bef5,777dbe6aef6862ddc2155d79bbbe299f63cf28e76f0ca73d7e6ff54c5f6ca85a,777dbe6aef6862ddc2155d79bbbe299f63cf28e76f0ca73d7e6ff54c5f6ca85a,61442,31458304,15729152,10493952,True,,NOG-FO__fine__m2__seed4,fine,0.005,run
NOG-FO__fine__m2__seed5,NOG-FO,5,2,61440,1281,af0820bdd0ad22778a137530775711aa3e1fb6820510db4b7410bb1a46d0cd29,777dbe6aef6862ddc2155d79bbbe299f63cf28e76f0ca73d7e6ff54c5f6ca85a,777dbe6aef6862ddc2155d79bbbe299f63cf28e76f0ca73d7e6ff54c5f6ca85a,61442,31458304,15729152,10493952,True,,NOG-FO__fine__m2__seed5,fine,0.005,run
NOG-FO__fine__m2__seed6,NOG-FO,6,2,61440,1281,81200fa92b36e27415cb0a3074b59312bae622dd331799766350ab4f67d28da4,777dbe6aef6862ddc2155d79bbbe299f63cf28e76f0ca73d7e6ff54c5f6ca85a,777dbe6aef6862ddc2155d79bbbe299f63cf28e76f0ca73d7e6ff54c5f6ca85a,61442,31458304,15729152,10493952,True,,NOG-FO__fine__m2__seed6,fine,0.005,run
NOG-FO__fine__m2__seed7,NOG-FO,7,2,61440,1281,a918a1d3c3e147c6dc745da5ac698290f3e8b88dd5b57474f4ba81a37756e3bb,777dbe6aef6862ddc2155d79bbbe299f63cf28e76f0ca73d7e6ff54c5f6ca85a,777dbe6aef6862ddc2155d79bbbe299f63cf28e76f0ca73d7e6ff54c5f6ca85a,61442,31458304,15729152,10493952,True,,NOG-FO__fine__m2__seed7,fine,0.005,run
NOG-FO__fine__m2__seed8,NOG-FO,8,2,61440,1281,e5357f1a53c881a8891f290bc3e340a5c227f19194eacadca59368048078341b,777dbe6aef6862ddc2155d79bbbe299f63cf28e76f0ca73d7e6ff54c5f6ca85a,777dbe6aef6862ddc2155d79bbbe299f63cf28e76f0ca73d7e6ff54c5f6ca85a,61442,31458304,15729152,10493952,True,,NOG-FO__fine__m2__seed8,fine,0.005,run
NOG-FO__fine__m2__seed9,NOG-FO,9,2,61440,1281,be77fb8ba0184edde788f27305552f95e4415609091bb6b3d0f2c70e1fb7b91a,777dbe6aef6862ddc2155d79bbbe299f63cf28e76f0ca73d7e6ff54c5f6ca85a,777dbe6aef6862ddc2155d79bbbe299f63cf28e76f0ca73d7e6ff54c5f6ca85a,61442,31458304,15729152,10493952,True,,NOG-FO__fine__m2__seed9,fine,0.005,run
NOG-FO__fine__m4__seed0,NOG-FO,0,4,61440,1281,893223ba4e8d49926f2d9320bbf6d1cf2adcfd79ac35700ff4ed8043ed72e3c3,777dbe6aef6862ddc2155d79bbbe299f63cf28e76f0ca73d7e6ff54c5f6ca85a,777dbe6aef6862ddc2155d79bbbe299f63cf28e76f0ca73d7e6ff54c5f6ca85a,61442,31458304,7864576,10493952,True,,NOG-FO__fine__m4__seed0,fine,0.005,run
NOG-FO__fine__m4__seed1,NOG-FO,1,4,61440,1281,323d47f71986f2c88c58ebfb9e8410be0eedaac0243f1700e90702e223483c3b,777dbe6aef6862ddc2155d79bbbe299f63cf28e76f0ca73d7e6ff54c5f6ca85a,777dbe6aef6862ddc2155d79bbbe299f63cf28e76f0ca73d7e6ff54c5f6ca85a,61442,31458304,7864576,10493952,True,,NOG-FO__fine__m4__seed1,fine,0.005,run
NOG-FO__fine__m4__seed2,NOG-FO,2,4,61440,1281,5c3130247f98c0962461bb82c9bd32ac4dd6906c9e31f25f7c8dcc5a62557959,777dbe6aef6862ddc2155d79bbbe299f63cf28e76f0ca73d7e6ff54c5f6ca85a,777dbe6aef6862ddc2155d79bbbe299f63cf28e76f0ca73d7e6ff54c5f6ca85a,61442,31458304,7864576,10493952,True,,NOG-FO__fine__m4__seed2,fine,0.005,run
NOG-FO__fine__m4__seed3,NOG-FO,3,4,61440,1281,d7aa6cd75ea9e3972f6d1ed161327063ed734d4a2d70ea718e31f44d9c86b985,777dbe6aef6862ddc2155d79bbbe299f63cf28e76f0ca73d7e6ff54c5f6ca85a,777dbe6aef6862ddc2155d79bbbe299f63cf28e76f0ca73d7e6ff54c5f6ca85a,61442,31458304,7864576,10493952,True,,NOG-FO__fine__m4__seed3,fine,0.005,run
NOG-FO__fine__m4__seed4,NOG-FO,4,4,61440,1281,c1ecef8f4db2bd05d9923b4af59ae11aa6c26caaaf85a0d6c204d70d1685754c,777dbe6aef6862ddc2155d79bbbe299f63cf28e76f0ca73d7e6ff54c5f6ca85a,777dbe6aef6862ddc2155d79bbbe299f63cf28e76f0ca73d7e6ff54c5f6ca85a,61442,31458304,7864576,10493952,True,,NOG-FO__fine__m4__seed4,fine,0.005,run
NOG-FO__fine__m4__seed5,NOG-FO,5,4,61440,1281,dd629eeabb82a1c49f5435fb7c4150b6a311abd829623c9ff6878c72919de97f,777dbe6aef6862ddc2155d79bbbe299f63cf28e76f0ca73d7e6ff54c5f6ca85a,777dbe6aef6862ddc2155d79bbbe299f63cf28e76f0ca73d7e6ff54c5f6ca85a,61442,31458304,7864576,10493952,True,,NOG-FO__fine__m4__seed5,fine,0.005,run
NOG-FO__fine__m4__seed6,NOG-FO,6,4,61440,1281,6567fcb511e097e0f6ca40cc1ed98af8446720478ced1a34cb3e1d8d14e44b2f,777dbe6aef6862ddc2155d79bbbe299f63cf28e76f0ca73d7e6ff54c5f6ca85a,777dbe6aef6862ddc2155d79bbbe299f63cf28e76f0ca73d7e6ff54c5f6ca85a,61442,31458304,7864576,10493952,True,,NOG-FO__fine__m4__seed6,fine,0.005,run
NOG-FO__fine__m4__seed7,NOG-FO,7,4,61440,1281,c1083d80332a019018243ea546785231fc82b68418d46c1781975e0a11f0d1e6,777dbe6aef6862ddc2155d79bbbe299f63cf28e76f0ca73d7e6ff54c5f6ca85a,777dbe6aef6862ddc2155d79bbbe299f63cf28e76f0ca73d7e6ff54c5f6ca85a,61442,31458304,7864576,10493952,True,,NOG-FO__fine__m4__seed7,fine,0.005,run
NOG-FO__fine__m4__seed8,NOG-FO,8,4,61440,1281,8acdbe34d036d5c31c1662bdc4844279bc7a0190a6c56367f6a3736692d9ca66,777dbe6aef6862ddc2155d79bbbe299f63cf28e76f0ca73d7e6ff54c5f6ca85a,777dbe6aef6862ddc2155d79bbbe299f63cf28e76f0ca73d7e6ff54c5f6ca85a,61442,31458304,7864576,10493952,True,,NOG-FO__fine__m4__seed8,fine,0.005,run
NOG-FO__fine__m4__seed9,NOG-FO,9,4,61440,1281,688cb7a17d107ee52e89c947c3345a2085b7f1bea7632ddbbb72cac05c5720e7,777dbe6aef6862ddc2155d79bbbe299f63cf28e76f0ca73d7e6ff54c5f6ca85a,777dbe6aef6862ddc2155d79bbbe299f63cf28e76f0ca73d7e6ff54c5f6ca85a,61442,31458304,7864576,10493952,True,,NOG-FO__fine__m4__seed9,fine,0.005,run
NOG-FO__fine__m8__seed0,NOG-FO,0,8,61440,1281,4fbb423ceaf2791b8b4cb9e84fc1587e685a8face8f77a6f1c7e80096a5d591e,777dbe6aef6862ddc2155d79bbbe299f63cf28e76f0ca73d7e6ff54c5f6ca85a,777dbe6aef6862ddc2155d79bbbe299f63cf28e76f0ca73d7e6ff54c5f6ca85a,61442,31458304,3932288,10493952,True,,NOG-FO__fine__m8__seed0,fine,0.005,reuse-formal
NOG-FO__fine__m8__seed1,NOG-FO,1,8,61440,1281,95049808bac17e63ea4bbbff836f2d5612cecefdb687d55e9b8e566d70649f91,777dbe6aef6862ddc2155d79bbbe299f63cf28e76f0ca73d7e6ff54c5f6ca85a,777dbe6aef6862ddc2155d79bbbe299f63cf28e76f0ca73d7e6ff54c5f6ca85a,61442,31458304,3932288,10493952,True,,NOG-FO__fine__m8__seed1,fine,0.005,reuse-formal
NOG-FO__fine__m8__seed2,NOG-FO,2,8,61440,1281,e4ef5a87105bff7e38cfc83fa64c4777e5ac3561d3f322cc2d9975626094a0a7,777dbe6aef6862ddc2155d79bbbe299f63cf28e76f0ca73d7e6ff54c5f6ca85a,777dbe6aef6862ddc2155d79bbbe299f63cf28e76f0ca73d7e6ff54c5f6ca85a,61442,31458304,3932288,10493952,True,,NOG-FO__fine__m8__seed2,fine,0.005,reuse-formal
NOG-FO__fine__m8__seed3,NOG-FO,3,8,61440,1281,da3b3cf2f6eb177981b87c2d46fe87521916f09d9088377ae5e8ebe46e939384,777dbe6aef6862ddc2155d79bbbe299f63cf28e76f0ca73d7e6ff54c5f6ca85a,777dbe6aef6862ddc2155d79bbbe299f63cf28e76f0ca73d7e6ff54c5f6ca85a,61442,31458304,3932288,10493952,True,,NOG-FO__fine__m8__seed3,fine,0.005,reuse-formal
NOG-FO__fine__m8__seed4,NOG-FO,4,8,61440,1281,b48909311867de262aa89d22e45c47bcc036383ece0ce58df627877808858f17,777dbe6aef6862ddc2155d79bbbe299f63cf28e76f0ca73d7e6ff54c5f6ca85a,777dbe6aef6862ddc2155d79bbbe299f63cf28e76f0ca73d7e6ff54c5f6ca85a,61442,31458304,3932288,10493952,True,,NOG-FO__fine__m8__seed4,fine,0.005,reuse-formal
NOG-FO__fine__m8__seed5,NOG-FO,5,8,61440,1281,0b980aa798b2e15ae714f323bc2586ae80151c45e499f509dae095dd3619dada,777dbe6aef6862ddc2155d79bbbe299f63cf28e76f0ca73d7e6ff54c5f6ca85a,777dbe6aef6862ddc2155d79bbbe299f63cf28e76f0ca73d7e6ff54c5f6ca85a,61442,31458304,3932288,10493952,True,,NOG-FO__fine__m8__seed5,fine,0.005,reuse-formal
NOG-FO__fine__m8__seed6,NOG-FO,6,8,61440,1281,a5d87b76fe7282af07c4a2839b6674268263ca91c0788a6e20a5bd461901dd97,777dbe6aef6862ddc2155d79bbbe299f63cf28e76f0ca73d7e6ff54c5f6ca85a,777dbe6aef6862ddc2155d79bbbe299f63cf28e76f0ca73d7e6ff54c5f6ca85a,61442,31458304,3932288,10493952,True,,NOG-FO__fine__m8__seed6,fine,0.005,reuse-formal
NOG-FO__fine__m8__seed7,NOG-FO,7,8,61440,1281,eacb256a2c144dfdc003e47f36ebee4bab2e8943472b927f1a508998d5af8d07,777dbe6aef6862ddc2155d79bbbe299f63cf28e76f0ca73d7e6ff54c5f6ca85a,777dbe6aef6862ddc2155d79bbbe299f63cf28e76f0ca73d7e6ff54c5f6ca85a,61442,31458304,3932288,10493952,True,,NOG-FO__fine__m8__seed7,fine,0.005,reuse-formal
NOG-FO__fine__m8__seed8,NOG-FO,8,8,61440,1281,74de06ebf851ed3e1f7a699a83725327952fbd5926212fe7f5281e536d53ebd2,777dbe6aef6862ddc2155d79bbbe299f63cf28e76f0ca73d7e6ff54c5f6ca85a,777dbe6aef6862ddc2155d79bbbe299f63cf28e76f0ca73d7e6ff54c5f6ca85a,61442,31458304,3932288,10493952,True,,NOG-FO__fine__m8__seed8,fine,0.005,reuse-formal
NOG-FO__fine__m8__seed9,NOG-FO,9,8,61440,1281,8b095bfde90fdb161392d360d42267892908364b192624fa39580f25a0bb9788,777dbe6aef6862ddc2155d79bbbe299f63cf28e76f0ca73d7e6ff54c5f6ca85a,777dbe6aef6862ddc2155d79bbbe299f63cf28e76f0ca73d7e6ff54c5f6ca85a,61442,31458304,3932288,10493952,True,,NOG-FO__fine__m8__seed9,fine,0.005,reuse-formal
ME-DOL-FO__coarse__m1__seed0,ME-DOL-FO,0,1,960,21,b3a2a38d6c7703445991307d420fdb2b5935d521fee70afc8e8acde631bc4d00,646e542ad3966df7c5f99ade1efaea00ef44a5944f2ac35a92b75a080124ac78,646e542ad3966df7c5f99ade1efaea00ef44a5944f2ac35a92b75a080124ac78,960,960,960,172032,True,,ME-DOL-FO__coarse__m1__seed0,coarse,0.1,run
ME-DOL-FO__coarse__m1__seed1,ME-DOL-FO,1,1,960,21,1d29b3af76bcebd0dfa23279dab0947e94bc5835a70885f949c586927319c468,646e542ad3966df7c5f99ade1efaea00ef44a5944f2ac35a92b75a080124ac78,646e542ad3966df7c5f99ade1efaea00ef44a5944f2ac35a92b75a080124ac78,960,960,960,172032,True,,ME-DOL-FO__coarse__m1__seed1,coarse,0.1,run
ME-DOL-FO__coarse__m1__seed2,ME-DOL-FO,2,1,960,21,a3e775c1f29461cd317baab9de0f500c51db4fe435caa3c08a5470280e5a3d8a,646e542ad3966df7c5f99ade1efaea00ef44a5944f2ac35a92b75a080124ac78,646e542ad3966df7c5f99ade1efaea00ef44a5944f2ac35a92b75a080124ac78,960,960,960,172032,True,,ME-DOL-FO__coarse__m1__seed2,coarse,0.1,run
ME-DOL-FO__coarse__m1__seed3,ME-DOL-FO,3,1,960,21,7966670cd94a648663ee963bb38699c12e154e63beb2a68306fc617d9abfb74e,646e542ad3966df7c5f99ade1efaea00ef44a5944f2ac35a92b75a080124ac78,646e542ad3966df7c5f99ade1efaea00ef44a5944f2ac35a92b75a080124ac78,960,960,960,172032,True,,ME-DOL-FO__coarse__m1__seed3,coarse,0.1,run
ME-DOL-FO__coarse__m1__seed4,ME-DOL-FO,4,1,960,21,2d05dd5f10aeeb2568f11b901b62326511004cc1c0d7ac2d49aeba021bf6ea68,646e542ad3966df7c5f99ade1efaea00ef44a5944f2ac35a92b75a080124ac78,646e542ad3966df7c5f99ade1efaea00ef44a5944f2ac35a92b75a080124ac78,960,960,960,172032,True,,ME-DOL-FO__coarse__m1__seed4,coarse,0.1,run
ME-DOL-FO__coarse__m1__seed5,ME-DOL-FO,5,1,960,21,12c757d49ffe5b5d3ffe258757fbbe970fea4baef07ae96d2fae9651f4251b93,646e542ad3966df7c5f99ade1efaea00ef44a5944f2ac35a92b75a080124ac78,646e542ad3966df7c5f99ade1efaea00ef44a5944f2ac35a92b75a080124ac78,960,960,960,172032,True,,ME-DOL-FO__coarse__m1__seed5,coarse,0.1,run
ME-DOL-FO__coarse__m1__seed6,ME-DOL-FO,6,1,960,21,e4be80d85b5bee886021d3181facdeed7f5feadc819c68b1fbe1851ee22929b1,646e542ad3966df7c5f99ade1efaea00ef44a5944f2ac35a92b75a080124ac78,646e542ad3966df7c5f99ade1efaea00ef44a5944f2ac35a92b75a080124ac78,960,960,960,172032,True,,ME-DOL-FO__coarse__m1__seed6,coarse,0.1,run
ME-DOL-FO__coarse__m1__seed7,ME-DOL-FO,7,1,960,21,a8b9cb069cc6529b206b2be8aecf5afe0468a1412ad4dfae738c230da9bc9cfb,646e542ad3966df7c5f99ade1efaea00ef44a5944f2ac35a92b75a080124ac78,646e542ad3966df7c5f99ade1efaea00ef44a5944f2ac35a92b75a080124ac78,960,960,960,172032,True,,ME-DOL-FO__coarse__m1__seed7,coarse,0.1,run
ME-DOL-FO__coarse__m1__seed8,ME-DOL-FO,8,1,960,21,4257331445b2243ed50af8667d9e968a7681645c021032bcc0a0c7ecc1ee764e,646e542ad3966df7c5f99ade1efaea00ef44a5944f2ac35a92b75a080124ac78,646e542ad3966df7c5f99ade1efaea00ef44a5944f2ac35a92b75a080124ac78,960,960,960,172032,True,,ME-DOL-FO__coarse__m1__seed8,coarse,0.1,run
ME-DOL-FO__coarse__m1__seed9,ME-DOL-FO,9,1,960,21,6aa1090a98cc49fbcf8f1b414e6bec4f8806585e16b913b01cb3963b2c1eafff,646e542ad3966df7c5f99ade1efaea00ef44a5944f2ac35a92b75a080124ac78,646e542ad3966df7c5f99ade1efaea00ef44a5944f2ac35a92b75a080124ac78,960,960,960,172032,True,,ME-DOL-FO__coarse__m1__seed9,coarse,0.1,run
ME-DOL-FO__coarse__m2__seed0,ME-DOL-FO,0,2,960,21,71e12db7b457c80ab49c94851ec135c53f19fc30cda25de5f43c5ae284a40c9a,646e542ad3966df7c5f99ade1efaea00ef44a5944f2ac35a92b75a080124ac78,646e542ad3966df7c5f99ade1efaea00ef44a5944f2ac35a92b75a080124ac78,960,1920,960,172032,True,,ME-DOL-FO__coarse__m2__seed0,coarse,0.1,run
ME-DOL-FO__coarse__m2__seed1,ME-DOL-FO,1,2,960,21,6c4a61d1d7b36a08cb0bb9d339e4afd5bd9f4fa7df5b4feaf5ac715aa83ad0bd,646e542ad3966df7c5f99ade1efaea00ef44a5944f2ac35a92b75a080124ac78,646e542ad3966df7c5f99ade1efaea00ef44a5944f2ac35a92b75a080124ac78,960,1920,960,172032,True,,ME-DOL-FO__coarse__m2__seed1,coarse,0.1,run
ME-DOL-FO__coarse__m2__seed2,ME-DOL-FO,2,2,960,21,f8b5fd9a567a1ed41f28392ae645868ed7c042a88a614ecdb6102e37d6a6ba5d,646e542ad3966df7c5f99ade1efaea00ef44a5944f2ac35a92b75a080124ac78,646e542ad3966df7c5f99ade1efaea00ef44a5944f2ac35a92b75a080124ac78,960,1920,960,172032,True,,ME-DOL-FO__coarse__m2__seed2,coarse,0.1,run
