threshold,method,seed,hit,first_hit_round,first_hit_work,first_hit_eval_work,first_hit_time_sec,first_hit_stat_proxy,first_hit_objective,final_stat_proxy,final_objective
0.012,NOG,10000,True,8.0,5120.0,16384.0,0.19072699546813965,0.010669452138245106,0.726273775100708,0.007886601611971855,0.7198763489723206
0.012,NOG,10001,True,8.0,5120.0,16384.0,0.17023253440856934,0.010407515801489353,0.7248907685279846,0.008509238250553608,0.719386875629425
0.012,NOG,10002,True,8.0,5120.0,16384.0,0.16101336479187012,0.011244116351008415,0.7225825786590576,0.007012848276644945,0.7170859575271606
0.012,NOG,10003,True,8.0,5120.0,16384.0,0.154252290725708,0.011617542244493961,0.7274916768074036,0.007645515259355307,0.7221159934997559
0.012,NOG,10004,True,8.0,5120.0,16384.0,0.16957736015319824,0.008647782728075981,0.7266939878463745,0.007071516942232847,0.7234180569648743
0.012,NOG,10005,True,8.0,5120.0,16384.0,0.16951990127563477,0.010252626612782478,0.7305670380592346,0.007581313606351614,0.7274553179740906
0.012,NOG,10006,True,8.0,5120.0,16384.0,0.17773985862731934,0.010993707925081253,0.7269265651702881,0.007857211865484715,0.7218942046165466
0.012,NOG,10007,True,8.0,5120.0,16384.0,0.1567671298980713,0.01118952501565218,0.7247931957244873,0.0076119001023471355,0.7174608707427979
0.012,NOG,10008,True,8.0,5120.0,16384.0,0.17562651634216309,0.010916256345808506,0.7205802798271179,0.008176520466804504,0.7130486965179443
0.012,NOG,10009,True,8.0,5120.0,16384.0,0.15634489059448242,0.009756836108863354,0.7236087322235107,0.008884764276444912,0.7201458811759949
0.012,SmoothedSGD,20000,True,64.0,32768.0,16384.0,0.5327699184417725,0.00988518912345171,0.7261610627174377,0.00797814317047596,0.7254742980003357
0.012,SmoothedSGD,20001,True,1.0,512.0,8192.0,0.050359249114990234,0.010059170424938202,0.7247974276542664,0.007021899335086346,0.7245495915412903
0.012,SmoothedSGD,20002,True,1.0,512.0,8192.0,0.06663632392883301,0.01061572041362524,0.722525417804718,0.006494252942502499,0.7219012379646301
0.012,SmoothedSGD,20003,True,1.0,512.0,8192.0,0.05641984939575195,0.01091588195413351,0.7273703217506409,0.007506198715418577,0.7270049452781677
0.012,SmoothedSGD,20004,True,1.0,512.0,8192.0,0.054265737533569336,0.009623244404792786,0.7265936732292175,0.0067306035198271275,0.7264086604118347
0.012,SmoothedSGD,20005,True,1.0,512.0,8192.0,0.048622846603393555,0.011797836981713772,0.7304803133010864,0.007183339912444353,0.7302075624465942
0.012,SmoothedSGD,20006,True,64.0,32768.0,16384.0,0.6313271522521973,0.009428502060472965,0.726810872554779,0.007461897097527981,0.7261828184127808
0.012,SmoothedSGD,20007,True,64.0,32768.0,16384.0,0.5170941352844238,0.010315201245248318,0.7246469855308533,0.008256564848124981,0.7240086793899536
0.012,SmoothedSGD,20008,True,1.0,512.0,8192.0,0.054857730865478516,0.011411604471504688,0.7205222845077515,0.007745330687612295,0.7200482487678528
0.012,SmoothedSGD,20009,True,1.0,512.0,8192.0,0.06847548484802246,0.011866875924170017,0.7235474586486816,0.007871866226196289,0.723177433013916
0.01,NOG,10000,True,72.0,37888.0,32768.0,0.7967309951782227,0.008547602221369743,0.7255768179893494,0.007886601611971855,0.7198763489723206
0.01,NOG,10001,True,72.0,37888.0,32768.0,0.7484064102172852,0.008066179230809212,0.724689781665802,0.008509238250553608,0.719386875629425
0.01,NOG,10002,True,72.0,37888.0,32768.0,0.809166431427002,0.008023329079151154,0.7220118045806885,0.007012848276644945,0.7170859575271606
0.01,NOG,10003,True,72.0,37888.0,32768.0,0.6848843097686768,0.008187208324670792,0.7271050214767456,0.007645515259355307,0.7221159934997559
0.01,NOG,10004,True,8.0,5120.0,16384.0,0.16957736015319824,0.008647782728075981,0.7266939878463745,0.007071516942232847,0.7234180569648743
0.01,NOG,10005,True,72.0,37888.0,32768.0,0.7869968414306641,0.007866334170103073,0.7302756309509277,0.007581313606351614,0.7274553179740906
0.01,NOG,10006,True,72.0,37888.0,32768.0,0.8209133148193359,0.008153053000569344,0.7263583540916443,0.007857211865484715,0.7218942046165466
0.01,NOG,10007,True,72.0,37888.0,32768.0,0.8206210136413574,0.007193795405328274,0.7241438031196594,0.0076119001023471355,0.7174608707427979
0.01,NOG,10008,True,72.0,37888.0,32768.0,0.7628049850463867,0.006946849636733532,0.7201284170150757,0.008176520466804504,0.7130486965179443
0.01,NOG,10009,True,8.0,5120.0,16384.0,0.15634489059448242,0.009756836108863354,0.7236087322235107,0.008884764276444912,0.7201458811759949
0.01,SmoothedSGD,20000,True,64.0,32768.0,16384.0,0.5327699184417725,0.00988518912345171,0.7261610627174377,0.00797814317047596,0.7254742980003357
0.01,SmoothedSGD,20001,True,64.0,32768.0,16384.0,0.5806474685668945,0.009586954489350319,0.7248014807701111,0.007021899335086346,0.7245495915412903
0.01,SmoothedSGD,20002,True,128.0,65536.0,24576.0,1.0349342823028564,0.009452818892896175,0.7224482893943787,0.006494252942502499,0.7219012379646301
0.01,SmoothedSGD,20003,True,64.0,32768.0,16384.0,0.5422799587249756,0.008504904806613922,0.7273614406585693,0.007506198715418577,0.7270049452781677
0.01,SmoothedSGD,20004,True,1.0,512.0,8192.0,0.054265737533569336,0.009623244404792786,0.7265936732292175,0.0067306035198271275,0.7264086604118347
0.01,SmoothedSGD,20005,True,64.0,32768.0,16384.0,0.5586116313934326,0.008788716048002243,0.7304719090461731,0.007183339912444353,0.7302075624465942
0.01,SmoothedSGD,20006,True,64.0,32768.0,16384.0,0.6313271522521973,0.009428502060472965,0.726810872554779,0.007461897097527981,0.7261828184127808
0.01,SmoothedSGD,20007,True,192.0,98304.0,32768.0,1.7560150623321533,0.008680488914251328,0.7245595455169678,0.008256564848124981,0.7240086793899536
0.01,SmoothedSGD,20008,True,128.0,65536.0,24576.0,1.0460364818572998,0.008771060965955257,0.720466673374176,0.007745330687612295,0.7200482487678528
0.01,SmoothedSGD,20009,True,64.0,32768.0,16384.0,0.5605335235595703,0.009670354425907135,0.7235203981399536,0.007871866226196289,0.723177433013916
0.009,NOG,10000,True,72.0,37888.0,32768.0,0.7967309951782227,0.008547602221369743,0.7255768179893494,0.007886601611971855,0.7198763489723206
0.009,NOG,10001,True,72.0,37888.0,32768.0,0.7484064102172852,0.008066179230809212,0.724689781665802,0.008509238250553608,0.719386875629425
0.009,NOG,10002,True,72.0,37888.0,32768.0,0.809166431427002,0.008023329079151154,0.7220118045806885,0.007012848276644945,0.7170859575271606
0.009,NOG,10003,True,72.0,37888.0,32768.0,0.6848843097686768,0.008187208324670792,0.7271050214767456,0.007645515259355307,0.7221159934997559
0.009,NOG,10004,True,8.0,5120.0,16384.0,0.16957736015319824,0.008647782728075981,0.7266939878463745,0.007071516942232847,0.7234180569648743
0.009,NOG,10005,True,72.0,37888.0,32768.0,0.7869968414306641,0.007866334170103073,0.7302756309509277,0.007581313606351614,0.7274553179740906
0.009,NOG,10006,True,72.0,37888.0,32768.0,0.8209133148193359,0.008153053000569344,0.7263583540916443,0.007857211865484715,0.7218942046165466
0.009,NOG,10007,True,72.0,37888.0,32768.0,0.8206210136413574,0.007193795405328274,0.7241438031196594,0.0076119001023471355,0.7174608707427979
0.009,NOG,10008,True,72.0,37888.0,32768.0,0.7628049850463867,0.006946849636733532,0.7201284170150757,0.008176520466804504,0.7130486965179443
0.009,NOG,10009,True,72.0,37888.0,32768.0,0.8083469867706299,0.007843122817575932,0.7232785224914551,0.008884764276444912,0.7201458811759949
0.009,SmoothedSGD,20000,True,192.0,98304.0,32768.0,1.5562450885772705,0.0076640909537673,0.7260754108428955,0.00797814317047596,0.7254742980003357
0.009,SmoothedSGD,20001,True,128.0,65536.0,24576.0,1.0836546421051025,0.00855634082108736,0.7247956991195679,0.007021899335086346,0.7245495915412903
0.009,SmoothedSGD,20002,True,192.0,98304.0,32768.0,1.6381895542144775,0.00854666531085968,0.7224158644676208,0.006494252942502499,0.7219012379646301
0.009,SmoothedSGD,20003,True,64.0,32768.0,16384.0,0.5422799587249756,0.008504904806613922,0.7273614406585693,0.007506198715418577,0.7270049452781677
